food_item,weather,day_time,price
Tomato Soup,Cloudy,Dinner,128
Chicken Corn Soup,Cloudy,Dinner,141
Hot & Sour Soup,Cloudy,Dinner,141
Cold Coffee,Cloudy,Lunch,123
Coffee,Cloudy,Breakfast,66
Cappuccino,Cloudy,Lunch,117
Latte,Cloudy,Breakfast,120
Espresso,Cloudy,Breakfast,93
Tea,Cloudy,Breakfast,43
Milk Tea,Cloudy,Breakfast,51
Green Tea,Cloudy,Breakfast,56
Hot Chocolate,Cloudy,Breakfast,131
Lemonade,Cloudy,Lunch,92
Orange Juice,Cloudy,Breakfast,95
Mango Juice,Cloudy,Lunch,117
Apple Juice,Cloudy,Breakfast,108
Watermelon Juice,Cloudy,Lunch,102
Milkshake,Cloudy,Dinner,150
Chocolate Milkshake,Cloudy,Dinner,158
Vanilla Milkshake,Cloudy,Dinner,159
Faluda,Cloudy,Dinner,156
Ice Cream,Cloudy,Dinner,103
Brownie,Cloudy,Dinner,136
Cheesecake,Cloudy,Dinner,197
Chocolate Cake,Cloudy,Breakfast,165
Red Velvet Cake,Cloudy,Dinner,181
Donut,Cloudy,Breakfast,68
Muffin,Cloudy,Breakfast,80
Paratha & Egg,Cold,Breakfast,89
French Toast,Cold,Breakfast,118
Pancakes,Cold,Breakfast,150
Waffles,Cold,Breakfast,165
Omelette,Cold,Breakfast,97
Scrambled Eggs,Cold,Breakfast,99
Boiled Egg Set,Cold,Breakfast,75
Porridge,Cold,Breakfast,98
Fruit Bowl,Cold,Breakfast,126
Yogurt Parfait,Cold,Breakfast,144
Toast & Jam,Cold,Breakfast,71
Butter Toast,Cold,Breakfast,61
Croissant,Cold,Breakfast,104
Breakfast Burrito,Cold,Breakfast,175
Hash Browns,Cold,Breakfast,79
Samosa,Cold,Breakfast,39
Singara,Cold,Breakfast,34
Vegetable Roll,Cold,Breakfast,40
Chicken Sandwich,Cold,Lunch,162
Club Sandwich,Cold,Lunch,173
Grilled Cheese Sandwich,Cold,Lunch,129
Chicken Burger,Cold,Lunch,162
Beef Burger,Cold,Lunch,194
Veg Burger,Cold,Lunch,141
Chicken Shawarma,Cold,Lunch,170
Beef Shawarma,Cold,Lunch,188
Chicken Wrap,Cold,Lunch,158
Caesar Salad,Cold,Breakfast,177
Greek Salad,Cold,Lunch,188
Chicken Caesar Salad,Cold,Lunch,229
Fried Rice,Cold,Lunch,200
Chicken Fried Rice,Cold,Lunch,225
Egg Fried Rice,Cold,Lunch,189
Vegetable Fried Rice,Cold,Lunch,174
Noodles,Cold,Lunch,170
Chicken Noodles,Cold,Lunch,209
Vegetable Noodles,Cold,Lunch,165
Pasta Alfredo,Cold,Dinner,238
Spicy Pasta,Cold,Lunch,230
Mac & Cheese,Cold,Lunch,212
Chicken Pizza,Cold,Dinner,279
Beef Pizza,Cold,Dinner,306
Veg Pizza,Cold,Dinner,248
Margherita Pizza,Cold,Dinner,255
BBQ Chicken Pizza,Cold,Dinner,316
Beef Biryani,Cold,Dinner,244
Chicken Biryani,Cold,Dinner,216
Kacchi Biryani,Cold,Dinner,305
Tehari,Cold,Dinner,183
Khichuri,Cold,Dinner,171
Mutton Curry,Cold,Dinner,279
Chicken Curry,Cold,Dinner,207
Beef Curry,Cold,Dinner,229
Fish Curry,Cold,Dinner,200
Dal,Cold,Dinner,108
Mixed Vegetables,Cold,Dinner,132
Butter Naan,Cold,Dinner,60
Garlic Naan,Cold,Dinner,58
Chapati,Cold,Dinner,40
Grilled Chicken,Cold,Dinner,264
Tandoori Chicken,Cold,Dinner,282
Chicken Wings,Cold,Dinner,233
BBQ Platter,Cold,Dinner,443
Steak,Cold,Dinner,393
Soup,Cold,Dinner,123
Tomato Soup,Cold,Dinner,140
Chicken Corn Soup,Cold,Dinner,147
Hot & Sour Soup,Cold,Dinner,155
Cold Coffee,Cold,Lunch,137
Coffee,Cold,Breakfast,90
Cappuccino,Cold,Dinner,141
Latte,Cold,Breakfast,136
Espresso,Cold,Breakfast,113
Tea,Cold,Breakfast,57
Milk Tea,Cold,Breakfast,61
Green Tea,Cold,Breakfast,71
Hot Chocolate,Cold,Breakfast,149
Lemonade,Cold,Dinner,105
Orange Juice,Cold,Breakfast,101
Mango Juice,Cold,Lunch,120
Apple Juice,Cold,Dinner,116
Watermelon Juice,Cold,Lunch,104
Milkshake,Cold,Dinner,159
Chocolate Milkshake,Cold,Dinner,166
Vanilla Milkshake,Cold,Dinner,168
Faluda,Cold,Dinner,174
Ice Cream,Cold,Dinner,112
Brownie,Cold,Dinner,135
Cheesecake,Cold,Dinner,199
Chocolate Cake,Cold,Dinner,174
Red Velvet Cake,Cold,Dinner,199
Donut,Cold,Breakfast,70
Muffin,Cold,Breakfast,84
Paratha & Egg,Hot,Breakfast,76
French Toast,Hot,Breakfast,110
Pancakes,Hot,Breakfast,134
Waffles,Hot,Breakfast,146
Omelette,Hot,Lunch,95
Scrambled Eggs,Hot,Breakfast,94
Boiled Egg Set,Hot,Breakfast,60
Porridge,Hot,Breakfast,80
Fruit Bowl,Hot,Breakfast,120
Yogurt Parfait,Hot,Breakfast,138
Toast & Jam,Hot,Breakfast,57
Butter Toast,Hot,Breakfast,45
Croissant,Hot,Breakfast,85
Breakfast Burrito,Hot,Breakfast,150
Hash Browns,Hot,Breakfast,77
Samosa,Hot,Breakfast,22
Singara,Hot,Breakfast,15
Vegetable Roll,Hot,Breakfast,28
Chicken Sandwich,Hot,Lunch,150
Club Sandwich,Hot,Lunch,155
Grilled Cheese Sandwich,Hot,Lunch,123
Chicken Burger,Hot,Lunch,157
Beef Burger,Hot,Lunch,185
Veg Burger,Hot,Lunch,126
Chicken Shawarma,Hot,Lunch,167
Beef Shawarma,Hot,Lunch,171
Chicken Wrap,Hot,Lunch,149
Caesar Salad,Hot,Lunch,176
Greek Salad,Hot,Lunch,187
Chicken Caesar Salad,Hot,Lunch,213
Fried Rice,Hot,Lunch,177
Chicken Fried Rice,Hot,Lunch,212
Egg Fried Rice,Hot,Lunch,176
Vegetable Fried Rice,Hot,Lunch,165
Noodles,Hot,Lunch,165
Chicken Noodles,Hot,Lunch,194
Vegetable Noodles,Hot,Lunch,151
Pasta Alfredo,Hot,Lunch,217
Spicy Pasta,Hot,Lunch,213
Mac & Cheese,Hot,Lunch,203
Chicken Pizza,Hot,Dinner,260
Beef Pizza,Hot,Dinner,290
Veg Pizza,Hot,Dinner,232
Margherita Pizza,Hot,Dinner,241
BBQ Chicken Pizza,Hot,Dinner,311
Beef Biryani,Hot,Dinner,226
Chicken Biryani,Hot,Dinner,204
Kacchi Biryani,Hot,Dinner,291
Tehari,Hot,Dinner,181
Khichuri,Hot,Lunch,141
Mutton Curry,Hot,Dinner,268
Chicken Curry,Hot,Dinner,197
Beef Curry,Hot,Dinner,220
Fish Curry,Hot,Dinner,189
Dal,Hot,Dinner,96
Mixed Vegetables,Hot,Dinner,120
Butter Naan,Hot,Dinner,39
Garlic Naan,Hot,Dinner,53
Chapati,Hot,Dinner,31
Grilled Chicken,Hot,Dinner,245
Tandoori Chicken,Hot,Breakfast,252
Chicken Wings,Hot,Dinner,227
BBQ Platter,Hot,Dinner,428
Steak,Hot,Dinner,380
Soup,Hot,Dinner,106
Tomato Soup,Hot,Dinner,111
Chicken Corn Soup,Hot,Dinner,139
Hot & Sour Soup,Hot,Dinner,136
Cold Coffee,Hot,Lunch,128
Coffee,Hot,Breakfast,64
Cappuccino,Hot,Breakfast,108
Latte,Hot,Breakfast,121
Espresso,Hot,Breakfast,88
Tea,Hot,Breakfast,41
Milk Tea,Hot,Breakfast,45
Green Tea,Hot,Breakfast,59
Hot Chocolate,Hot,Breakfast,129
Lemonade,Hot,Lunch,88
Orange Juice,Hot,Breakfast,93
Mango Juice,Hot,Lunch,112
Apple Juice,Hot,Lunch,110
Watermelon Juice,Hot,Lunch,102
Milkshake,Hot,Dinner,155
Chocolate Milkshake,Hot,Dinner,167
Vanilla Milkshake,Hot,Dinner,151
Faluda,Hot,Dinner,165
Ice Cream,Hot,Dinner,112
Brownie,Hot,Dinner,131
Cheesecake,Hot,Dinner,186
Chocolate Cake,Hot,Dinner,168
Red Velvet Cake,Hot,Dinner,179
Donut,Hot,Breakfast,56
Muffin,Hot,Breakfast,73
Paratha & Egg,Sunny,Breakfast,80
French Toast,Sunny,Breakfast,113
Pancakes,Sunny,Breakfast,135
Waffles,Sunny,Breakfast,153
Omelette,Sunny,Breakfast,95
Scrambled Eggs,Sunny,Breakfast,94
Boiled Egg Set,Sunny,Breakfast,67
Porridge,Sunny,Breakfast,85
Fruit Bowl,Sunny,Breakfast,123
Yogurt Parfait,Sunny,Breakfast,124
Toast & Jam,Sunny,Lunch,60
Butter Toast,Sunny,Breakfast,50
Croissant,Sunny,Breakfast,88
Breakfast Burrito,Sunny,Breakfast,160
Hash Browns,Sunny,Breakfast,80
Samosa,Sunny,Lunch,35
Singara,Sunny,Breakfast,22
Vegetable Roll,Sunny,Breakfast,35
Chicken Sandwich,Sunny,Lunch,152
Club Sandwich,Sunny,Lunch,164
Grilled Cheese Sandwich,Sunny,Dinner,126
Chicken Burger,Sunny,Lunch,151
Beef Burger,Sunny,Lunch,183
Veg Burger,Sunny,Lunch,140
Chicken Shawarma,Sunny,Lunch,166
Beef Shawarma,Sunny,Lunch,180
Chicken Wrap,Sunny,Lunch,156
Caesar Salad,Sunny,Lunch,178
Greek Salad,Sunny,Lunch,191
Chicken Caesar Salad,Sunny,Lunch,210
Fried Rice,Sunny,Lunch,186
Chicken Fried Rice,Sunny,Lunch,214
Egg Fried Rice,Sunny,Lunch,181
Vegetable Fried Rice,Sunny,Lunch,168
Noodles,Sunny,Dinner,166
Chicken Noodles,Sunny,Lunch,197
Vegetable Noodles,Sunny,Lunch,153
Pasta Alfredo,Sunny,Lunch,228
Spicy Pasta,Sunny,Lunch,209
Mac & Cheese,Sunny,Lunch,206
Chicken Pizza,Sunny,Dinner,264
Beef Pizza,Sunny,Dinner,302
Veg Pizza,Sunny,Dinner,244
Margherita Pizza,Sunny,Dinner,256
BBQ Chicken Pizza,Sunny,Dinner,313
Beef Biryani,Sunny,Dinner,232
Chicken Biryani,Sunny,Dinner,207
Kacchi Biryani,Sunny,Dinner,291
Tehari,Sunny,Dinner,181
Khichuri,Sunny,Dinner,159
Mutton Curry,Sunny,Dinner,266
Chicken Curry,Sunny,Dinner,200
Beef Curry,Sunny,Dinner,220
Fish Curry,Sunny,Dinner,198
Dal,Sunny,Dinner,104
Mixed Vegetables,Sunny,Dinner,121
Butter Naan,Sunny,Dinner,43
Garlic Naan,Sunny,Dinner,56
Chapati,Sunny,Dinner,29
Grilled Chicken,Sunny,Dinner,250
Tandoori Chicken,Sunny,Lunch,265
Chicken Wings,Sunny,Dinner,236
BBQ Platter,Sunny,Dinner,427
Steak,Sunny,Dinner,394
Soup,Sunny,Dinner,105
Tomato Soup,Sunny,Dinner,125
Chicken Corn Soup,Sunny,Dinner,140
Hot & Sour Soup,Sunny,Dinner,134
Cold Coffee,Sunny,Lunch,122
Coffee,Sunny,Breakfast,69
Cappuccino,Sunny,Breakfast,115
Latte,Sunny,Breakfast,123
Espresso,Sunny,Breakfast,96
Tea,Sunny,Breakfast,41
Milk Tea,Sunny,Breakfast,47
Green Tea,Sunny,Breakfast,61
Hot Chocolate,Sunny,Breakfast,129
Lemonade,Sunny,Lunch,81
Orange Juice,Sunny,Breakfast,92
Mango Juice,Sunny,Lunch,109
Apple Juice,Sunny,Lunch,109
Watermelon Juice,Sunny,Lunch,101
Milkshake,Sunny,Dinner,145
Chocolate Milkshake,Sunny,Dinner,162
Vanilla Milkshake,Sunny,Dinner,154
Faluda,Sunny,Dinner,166
Ice Cream,Sunny,Dinner,95
Brownie,Sunny,Dinner,134
Cheesecake,Sunny,Dinner,193
Chocolate Cake,Sunny,Lunch,163
Red Velvet Cake,Sunny,Dinner,181
Donut,Sunny,Breakfast,66
Muffin,Sunny,Breakfast,80
Paratha & Egg,Rainy,Breakfast,82
French Toast,Rainy,Breakfast,119
Pancakes,Rainy,Breakfast,151
Waffles,Rainy,Breakfast,155
Omelette,Rainy,Breakfast,98
Scrambled Eggs,Rainy,Breakfast,103
Boiled Egg Set,Rainy,Breakfast,71
Porridge,Rainy,Breakfast,85
Fruit Bowl,Rainy,Breakfast,129
Yogurt Parfait,Rainy,Breakfast,140
Toast & Jam,Rainy,Breakfast,60
Butter Toast,Rainy,Breakfast,64
Croissant,Rainy,Dinner,102
Breakfast Burrito,Rainy,Breakfast,162
Hash Browns,Rainy,Breakfast,87
Samosa,Rainy,Breakfast,35
Singara,Rainy,Breakfast,32
Vegetable Roll,Rainy,Breakfast,48
Chicken Sandwich,Rainy,Dinner,166
Club Sandwich,Rainy,Lunch,170
Grilled Cheese Sandwich,Rainy,Lunch,136
Chicken Burger,Rainy,Lunch,167
Beef Burger,Rainy,Lunch,190
Veg Burger,Rainy,Lunch,140
Chicken Shawarma,Rainy,Lunch,174
Beef Shawarma,Rainy,Lunch,184
Chicken Wrap,Rainy,Lunch,162
Caesar Salad,Rainy,Lunch,175
Greek Salad,Rainy,Lunch,186
Chicken Caesar Salad,Rainy,Lunch,215
Fried Rice,Rainy,Lunch,186
Chicken Fried Rice,Rainy,Lunch,225
Egg Fried Rice,Rainy,Lunch,177
Vegetable Fried Rice,Rainy,Lunch,169
Noodles,Rainy,Lunch,170
Chicken Noodles,Rainy,Lunch,206
Vegetable Noodles,Rainy,Lunch,162
Pasta Alfredo,Rainy,Lunch,228
Spicy Pasta,Rainy,Lunch,224
Mac & Cheese,Rainy,Lunch,216
Chicken Pizza,Rainy,Dinner,273
Beef Pizza,Rainy,Dinner,302
Veg Pizza,Rainy,Dinner,247
Margherita Pizza,Rainy,Dinner,251
BBQ Chicken Pizza,Rainy,Dinner,317
Beef Biryani,Rainy,Dinner,234
Chicken Biryani,Rainy,Dinner,221
Kacchi Biryani,Rainy,Dinner,291
Tehari,Rainy,Dinner,186
Khichuri,Rainy,Dinner,161
Mutton Curry,Rainy,Dinner,279
Chicken Curry,Rainy,Dinner,204
Beef Curry,Rainy,Dinner,221
Fish Curry,Rainy,Dinner,204
Dal,Rainy,Dinner,108
Mixed Vegetables,Rainy,Dinner,123
Butter Naan,Rainy,Dinner,54
Garlic Naan,Rainy,Dinner,63
Chapati,Rainy,Lunch,34
Grilled Chicken,Rainy,Dinner,250
Tandoori Chicken,Rainy,Dinner,270
Chicken Wings,Rainy,Dinner,234
BBQ Platter,Rainy,Dinner,441
Steak,Rainy,Dinner,397
Soup,Rainy,Dinner,126
Tomato Soup,Rainy,Dinner,123
Chicken Corn Soup,Rainy,Dinner,149
Hot & Sour Soup,Rainy,Dinner,139
Cold Coffee,Rainy,Lunch,132
Coffee,Rainy,Breakfast,72
Cappuccino,Rainy,Breakfast,116
Latte,Rainy,Lunch,131
Espresso,Rainy,Breakfast,106
Tea,Rainy,Breakfast,53
Milk Tea,Rainy,Breakfast,64
Green Tea,Rainy,Breakfast,68
Hot Chocolate,Rainy,Breakfast,135
Lemonade,Rainy,Lunch,91
Orange Juice,Rainy,Breakfast,99
Mango Juice,Rainy,Lunch,113
Apple Juice,Rainy,Lunch,111
Watermelon Juice,Rainy,Lunch,102
Milkshake,Rainy,Dinner,150
Chocolate Milkshake,Rainy,Dinner,160
Vanilla Milkshake,Rainy,Dinner,167
Faluda,Rainy,Dinner,167
Ice Cream,Rainy,Dinner,101
Brownie,Rainy,Dinner,130
Cheesecake,Rainy,Dinner,198
Chocolate Cake,Rainy,Dinner,178
Red Velvet Cake,Rainy,Dinner,190
Donut,Rainy,Breakfast,74
Muffin,Rainy,Breakfast,76
Paratha & Egg,Cloudy,Breakfast,87
French Toast,Cloudy,Breakfast,112
Pancakes,Cloudy,Breakfast,142
Waffles,Cloudy,Breakfast,156
Omelette,Cloudy,Breakfast,96
Scrambled Eggs,Cloudy,Breakfast,101
Boiled Egg Set,Cloudy,Breakfast,77
Porridge,Cloudy,Breakfast,91
Fruit Bowl,Cloudy,Breakfast,120
Yogurt Parfait,Cloudy,Breakfast,134
Toast & Jam,Cloudy,Breakfast,60
Butter Toast,Cloudy,Breakfast,60
Croissant,Cloudy,Breakfast,89
Breakfast Burrito,Cloudy,Breakfast,159
Hash Browns,Cloudy,Breakfast,75
Samosa,Cloudy,Breakfast,25
Singara,Cloudy,Breakfast,28
Vegetable Roll,Cloudy,Breakfast,39
Chicken Sandwich,Cloudy,Lunch,155
Club Sandwich,Cloudy,Lunch,159
Grilled Cheese Sandwich,Cloudy,Lunch,125
Chicken Burger,Cloudy,Lunch,156
Beef Burger,Cloudy,Lunch,192
Veg Burger,Cloudy,Breakfast,137
Chicken Shawarma,Cloudy,Lunch,166
Beef Shawarma,Cloudy,Lunch,176
Chicken Wrap,Cloudy,Lunch,158
Caesar Salad,Cloudy,Lunch,182
Greek Salad,Cloudy,Lunch,181
Chicken Caesar Salad,Cloudy,Lunch,219
Fried Rice,Cloudy,Lunch,184
Chicken Fried Rice,Cloudy,Lunch,221
Egg Fried Rice,Cloudy,Lunch,182
Vegetable Fried Rice,Cloudy,Lunch,162
Noodles,Cloudy,Lunch,172
Chicken Noodles,Cloudy,Lunch,191
Vegetable Noodles,Cloudy,Lunch,155
Pasta Alfredo,Cloudy,Lunch,224
Spicy Pasta,Cloudy,Lunch,216
Mac & Cheese,Cloudy,Lunch,212
Chicken Pizza,Cloudy,Dinner,269
Beef Pizza,Cloudy,Dinner,297
Veg Pizza,Cloudy,Dinner,241
Margherita Pizza,Cloudy,Dinner,256
BBQ Chicken Pizza,Cloudy,Dinner,314
Beef Biryani,Cloudy,Dinner,230
Chicken Biryani,Cloudy,Dinner,215
Kacchi Biryani,Cloudy,Dinner,290
Tehari,Cloudy,Dinner,186
Khichuri,Cloudy,Dinner,163
Mutton Curry,Cloudy,Dinner,270
Chicken Curry,Cloudy,Dinner,205
Beef Curry,Cloudy,Dinner,227
Fish Curry,Cloudy,Dinner,202
Dal,Cloudy,Dinner,105
Mixed Vegetables,Cloudy,Dinner,118
Butter Naan,Cloudy,Dinner,43
Garlic Naan,Cloudy,Dinner,60
Chapati,Cloudy,Dinner,31
Grilled Chicken,Cloudy,Dinner,248
Tandoori Chicken,Cloudy,Dinner,269
Chicken Wings,Cloudy,Dinner,236
BBQ Platter,Cloudy,Dinner,430
Steak,Cloudy,Dinner,397
Soup,Cloudy,Dinner,112
Tomato Soup,Cloudy,Dinner,118
Chicken Corn Soup,Cloudy,Dinner,145
Hot & Sour Soup,Cloudy,Breakfast,125
Cold Coffee,Cloudy,Lunch,121
Coffee,Cloudy,Breakfast,72
Cappuccino,Cloudy,Lunch,122
Latte,Cloudy,Lunch,121
Espresso,Cloudy,Breakfast,95
Tea,Cloudy,Breakfast,44
Milk Tea,Cloudy,Breakfast,48
Green Tea,Cloudy,Breakfast,59
Hot Chocolate,Cloudy,Dinner,148
Lemonade,Cloudy,Lunch,92
Orange Juice,Cloudy,Breakfast,100
Mango Juice,Cloudy,Breakfast,102
Apple Juice,Cloudy,Lunch,109
Watermelon Juice,Cloudy,Lunch,94
Milkshake,Cloudy,Dinner,155
Chocolate Milkshake,Cloudy,Dinner,163
Vanilla Milkshake,Cloudy,Dinner,156
Faluda,Cloudy,Dinner,163
Ice Cream,Cloudy,Dinner,99
Brownie,Cloudy,Dinner,130
Cheesecake,Cloudy,Dinner,186
Chocolate Cake,Cloudy,Dinner,172
Red Velvet Cake,Cloudy,Dinner,193
Donut,Cloudy,Breakfast,72
Muffin,Cloudy,Breakfast,80
Paratha & Egg,Cold,Breakfast,90
French Toast,Cold,Breakfast,124
Pancakes,Cold,Breakfast,154
Waffles,Cold,Breakfast,160
Omelette,Cold,Breakfast,97
Scrambled Eggs,Cold,Lunch,107
Boiled Egg Set,Cold,Breakfast,76
Porridge,Cold,Breakfast,92
Fruit Bowl,Cold,Breakfast,131
Yogurt Parfait,Cold,Breakfast,138
Toast & Jam,Cold,Breakfast,68
Butter Toast,Cold,Breakfast,61
Croissant,Cold,Breakfast,93
Breakfast Burrito,Cold,Breakfast,165
Hash Browns,Cold,Breakfast,81
Samosa,Cold,Breakfast,38
Singara,Cold,Breakfast,28
Vegetable Roll,Cold,Breakfast,50
Chicken Sandwich,Cold,Lunch,154
Club Sandwich,Cold,Lunch,164
Grilled Cheese Sandwich,Cold,Lunch,136
Chicken Burger,Cold,Lunch,161
Beef Burger,Cold,Lunch,190
Veg Burger,Cold,Lunch,142
Chicken Shawarma,Cold,Lunch,180
Beef Shawarma,Cold,Lunch,191
Chicken Wrap,Cold,Lunch,166
Caesar Salad,Cold,Lunch,188
Greek Salad,Cold,Breakfast,186
Chicken Caesar Salad,Cold,Lunch,225
Fried Rice,Cold,Lunch,198
Chicken Fried Rice,Cold,Lunch,225
Egg Fried Rice,Cold,Lunch,185
Vegetable Fried Rice,Cold,Dinner,177
Noodles,Cold,Lunch,169
Chicken Noodles,Cold,Lunch,207
Vegetable Noodles,Cold,Lunch,167
Pasta Alfredo,Cold,Breakfast,226
Spicy Pasta,Cold,Dinner,223
Mac & Cheese,Cold,Lunch,218
Chicken Pizza,Cold,Dinner,280
Beef Pizza,Cold,Dinner,311
Veg Pizza,Cold,Dinner,255
Margherita Pizza,Cold,Dinner,256
BBQ Chicken Pizza,Cold,Dinner,322
Beef Biryani,Cold,Dinner,244
Chicken Biryani,Cold,Dinner,225
Kacchi Biryani,Cold,Dinner,294
Tehari,Cold,Dinner,184
Khichuri,Cold,Dinner,179
Mutton Curry,Cold,Dinner,284
Chicken Curry,Cold,Dinner,215
Beef Curry,Cold,Dinner,232
Fish Curry,Cold,Dinner,205
Dal,Cold,Dinner,110
Mixed Vegetables,Cold,Dinner,128
Butter Naan,Cold,Dinner,50
Garlic Naan,Cold,Dinner,65
Chapati,Cold,Dinner,45
Grilled Chicken,Cold,Dinner,253
Tandoori Chicken,Cold,Lunch,276
Chicken Wings,Cold,Dinner,236
BBQ Platter,Cold,Dinner,444
Steak,Cold,Dinner,401
Soup,Cold,Dinner,128
Tomato Soup,Cold,Dinner,138
Chicken Corn Soup,Cold,Dinner,159
Hot & Sour Soup,Cold,Dinner,148
Cold Coffee,Cold,Lunch,128
Coffee,Cold,Breakfast,91
Cappuccino,Cold,Breakfast,124
Latte,Cold,Lunch,140
Espresso,Cold,Breakfast,113
Tea,Cold,Breakfast,48
Milk Tea,Cold,Breakfast,68
Green Tea,Cold,Breakfast,76
Hot Chocolate,Cold,Breakfast,147
Lemonade,Cold,Lunch,90
Orange Juice,Cold,Breakfast,102
Mango Juice,Cold,Lunch,121
Apple Juice,Cold,Lunch,120
Watermelon Juice,Cold,Lunch,102
Milkshake,Cold,Dinner,164
Chocolate Milkshake,Cold,Dinner,165
Vanilla Milkshake,Cold,Dinner,162
Faluda,Cold,Dinner,163
Ice Cream,Cold,Dinner,105
Brownie,Cold,Breakfast,129
Cheesecake,Cold,Dinner,199
Chocolate Cake,Cold,Dinner,183
Red Velvet Cake,Cold,Dinner,195
Donut,Cold,Breakfast,80
Muffin,Cold,Breakfast,86
Paratha & Egg,Hot,Breakfast,74
French Toast,Hot,Breakfast,110
Pancakes,Hot,Breakfast,141
Waffles,Hot,Breakfast,149
Omelette,Hot,Breakfast,81
Scrambled Eggs,Hot,Breakfast,88
Boiled Egg Set,Hot,Breakfast,72
Porridge,Hot,Breakfast,78
Fruit Bowl,Hot,Breakfast,127
Yogurt Parfait,Hot,Breakfast,138
Toast & Jam,Hot,Breakfast,62
Butter Toast,Hot,Breakfast,45
Croissant,Hot,Breakfast,80
Breakfast Burrito,Hot,Breakfast,150
Hash Browns,Hot,Breakfast,69
Samosa,Hot,Breakfast,27
Singara,Hot,Breakfast,19
Vegetable Roll,Hot,Breakfast,35
Chicken Sandwich,Hot,Lunch,142
Club Sandwich,Hot,Lunch,161
Grilled Cheese Sandwich,Hot,Lunch,120
Chicken Burger,Hot,Lunch,147
Beef Burger,Hot,Lunch,179
Veg Burger,Hot,Lunch,130
Chicken Shawarma,Hot,Lunch,167
Beef Shawarma,Hot,Lunch,170
Chicken Wrap,Hot,Lunch,146
Caesar Salad,Hot,Lunch,175
Greek Salad,Hot,Lunch,187
Chicken Caesar Salad,Hot,Lunch,212
Fried Rice,Hot,Lunch,181
Chicken Fried Rice,Hot,Lunch,214
Egg Fried Rice,Hot,Lunch,166
Vegetable Fried Rice,Hot,Lunch,155
Noodles,Hot,Lunch,155
Chicken Noodles,Hot,Lunch,193
Vegetable Noodles,Hot,Lunch,148
Pasta Alfredo,Hot,Lunch,216
Spicy Pasta,Hot,Lunch,211
Mac & Cheese,Hot,Lunch,199
Chicken Pizza,Hot,Dinner,271
Beef Pizza,Hot,Dinner,295
Veg Pizza,Hot,Dinner,235
Margherita Pizza,Hot,Dinner,245
BBQ Chicken Pizza,Hot,Dinner,300
Beef Biryani,Hot,Dinner,232
Chicken Biryani,Hot,Dinner,211
Kacchi Biryani,Hot,Dinner,280
Tehari,Hot,Breakfast,166
Khichuri,Hot,Dinner,153
Mutton Curry,Hot,Dinner,261
Chicken Curry,Hot,Dinner,192
Beef Curry,Hot,Dinner,213
Fish Curry,Hot,Dinner,193
Dal,Hot,Dinner,95
Mixed Vegetables,Hot,Lunch,112
Butter Naan,Hot,Dinner,46
Garlic Naan,Hot,Dinner,52
Chapati,Hot,Dinner,23
Grilled Chicken,Hot,Dinner,251
Tandoori Chicken,Hot,Dinner,270
Chicken Wings,Hot,Dinner,225
BBQ Platter,Hot,Dinner,421
Steak,Hot,Dinner,391
Soup,Hot,Lunch,103
Tomato Soup,Hot,Dinner,111
Chicken Corn Soup,Hot,Dinner,140
Hot & Sour Soup,Hot,Dinner,129
Cold Coffee,Hot,Lunch,122
Coffee,Hot,Lunch,65
Cappuccino,Hot,Breakfast,106
Latte,Hot,Breakfast,118
Espresso,Hot,Breakfast,86
Tea,Hot,Breakfast,41
Milk Tea,Hot,Breakfast,42
Green Tea,Hot,Breakfast,61
Hot Chocolate,Hot,Breakfast,130
Lemonade,Hot,Lunch,89
Orange Juice,Hot,Breakfast,107
Mango Juice,Hot,Lunch,118
Apple Juice,Hot,Lunch,113
Watermelon Juice,Hot,Lunch,96
Milkshake,Hot,Dinner,150
Chocolate Milkshake,Hot,Dinner,157
Vanilla Milkshake,Hot,Dinner,160
Faluda,Hot,Dinner,165
Ice Cream,Hot,Dinner,109
Brownie,Hot,Dinner,131
Cheesecake,Hot,Dinner,181
Chocolate Cake,Hot,Dinner,161
Red Velvet Cake,Hot,Dinner,186
Donut,Hot,Breakfast,64
Muffin,Hot,Breakfast,66
Paratha & Egg,Sunny,Breakfast,75
French Toast,Sunny,Breakfast,106
Pancakes,Sunny,Breakfast,138
Waffles,Sunny,Breakfast,156
Omelette,Sunny,Breakfast,86
Scrambled Eggs,Sunny,Breakfast,97
Boiled Egg Set,Sunny,Breakfast,67
Porridge,Sunny,Dinner,99
Fruit Bowl,Sunny,Breakfast,125
Yogurt Parfait,Sunny,Breakfast,124
Toast & Jam,Sunny,Breakfast,66
Butter Toast,Sunny,Breakfast,50
Croissant,Sunny,Breakfast,95
Breakfast Burrito,Sunny,Breakfast,162
Hash Browns,Sunny,Breakfast,81
Samosa,Sunny,Breakfast,19
Singara,Sunny,Breakfast,24
Vegetable Roll,Sunny,Breakfast,36
Chicken Sandwich,Sunny,Breakfast,146
Club Sandwich,Sunny,Lunch,166
Grilled Cheese Sandwich,Sunny,Lunch,131
Chicken Burger,Sunny,Lunch,153
Beef Burger,Sunny,Lunch,183
Veg Burger,Sunny,Lunch,132
Chicken Shawarma,Sunny,Lunch,170
Beef Shawarma,Sunny,Lunch,181
Chicken Wrap,Sunny,Lunch,160
Caesar Salad,Sunny,Lunch,170
Greek Salad,Sunny,Lunch,186
Chicken Caesar Salad,Sunny,Lunch,217
